case_id,court_type,case_type,document_text,num_words,num_sentences,avg_sentence_length,num_clauses,risk_score,contains_penalty_clause,contains_liability_clause,contains_arbitration_clause,legal_complexity_score,readability_score,tfidf_feature_1,tfidf_feature_2,tfidf_feature_3,named_entities_count,judgement_length,risk_label
CASE_665,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",575,140,18.19200745593191,21,0.6849514287591473,0,1,0,0.5241346627100277,14.803719696970152,0.4772282777652944,0.840885786763269,0.016611042085161398,3,4823,Medium
CASE_666,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1379,21,18.42462544072697,33,0.8153860038940629,0,1,0,0.9092762180233472,78.01022765776746,0.9646336562430204,0.6821253069308844,0.5896436960012139,2,4430,High
CASE_667,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1982,71,17.76943779456399,7,0.04659309565029057,1,1,0,0.20372113237687584,33.04079556554461,0.9716252502351816,0.45530630742391254,0.22993307310419264,13,3176,Low
CASE_668,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1062,88,16.156651354128726,17,0.02260447841517821,0,0,0,0.15295783976200306,48.11897069778633,0.03567688759442189,0.9777470779483616,0.9600208771081716,3,3421,Medium
CASE_669,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1578,113,13.35879250478052,45,0.2046538022390343,0,1,0,0.3026001885442874,69.53039909073303,0.8043943769878606,0.9540575597452712,0.11896907517748367,19,3690,High
CASE_670,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1852,67,23.453647307036793,15,0.5051088095868603,0,0,0,0.639604398057493,86.0060493346645,0.49584112072430975,0.4404622728430284,0.2129121857944445,16,3341,Medium
CASE_671,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1233,47,11.90655004535193,25,0.3960229370158691,1,0,0,0.7631746362694026,86.17819112662276,0.38788947825738496,0.1491112860618039,0.8750189757398193,17,1886,High
CASE_672,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",998,139,11.149937113942475,29,0.7511953432974319,1,1,0,0.0021211742711075843,22.68412421178867,0.005388881225912967,0.5715246929804559,0.905906631533636,4,3915,Medium
CASE_673,High,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",742,145,16.79439078459192,35,0.397874508774964,1,0,0,0.6195895806166614,32.50349468005146,0.1135138636815115,0.6206773953393175,0.13068365085751943,19,2030,Low
CASE_674,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",583,149,12.895219041454457,43,0.10604788382190622,0,0,0,0.5371072834696533,87.31171295613565,0.23420055665379091,0.45356011165819177,0.5081241304674834,13,2111,Low
CASE_675,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1920,54,19.969612071080434,40,0.04187290603799121,0,0,0,0.23528727633899338,39.59173657660637,0.6277699395397083,0.24404560326701574,0.9426788417576644,14,4845,High
CASE_676,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",560,98,20.94375718080475,22,0.7237894481252218,0,0,0,0.6489452343873605,28.9169694319507,0.11074974311234653,0.75585150001427,0.250178955295141,5,3449,Low
CASE_677,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1730,37,18.029078590371796,29,0.4891462239429387,0,0,0,0.870666456774682,65.70398536484254,0.329805504031512,0.08413737310525549,0.6815132360931708,15,2040,Low
CASE_678,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1098,103,22.873944537612584,26,0.9187327804549216,1,1,1,0.2664175036695964,1.1376559830709176,0.24568199840537086,0.9313509343743737,0.276684174640049,8,1752,High
CASE_679,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1529,118,16.987872564367244,46,0.034190593321543394,0,0,0,0.37899291833532356,67.801029554455,0.44852574105912035,0.4202764445360796,0.9613142713548297,11,2998,Medium
CASE_680,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1302,85,10.135560239190115,13,0.377132197862334,0,1,1,0.47734769133186317,59.24730716947805,0.041642382590406424,0.1790829417974984,0.07513855113146128,13,3672,High
CASE_681,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",926,84,24.14535850462842,48,0.473792554423038,1,1,1,0.41195357083843864,1.9778842813092168,0.6733195809654131,0.21808515407004836,0.7748931479516068,2,2523,High
CASE_682,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",336,25,15.28298973898438,38,0.25478782525209775,0,1,1,0.37297496472567204,86.79238683758335,0.7097142000618779,0.28927851011375505,0.34829220358929514,12,2599,Medium
CASE_683,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1691,70,23.190353674143743,37,0.7941772700324923,1,1,0,0.5420713527622915,67.9728437849708,0.24790608114899015,0.4403545443225316,0.04648640399640769,11,4350,High
CASE_684,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",416,78,23.6881310677754,47,0.1340115842245193,0,1,0,0.5880480079365021,26.083910871638306,0.2300808978269938,0.42434370290950196,0.6347149659806485,10,3426,High
CASE_685,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",970,45,21.48902212246261,15,0.508142181144099,1,1,1,0.7497479507135831,66.227266178268,0.2539979832149445,0.7340129950516476,0.9558917230606216,9,4967,Low
CASE_686,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",396,71,10.250864261020128,19,0.40684459051548083,1,0,0,0.3410175522008444,26.570510231750898,0.024206784351728072,0.8020880171508394,0.7005603524352779,12,4818,High
CASE_687,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1253,90,15.231275939699234,38,0.8475806442995629,0,1,0,0.21410217358359107,31.229460843024135,0.40119661395589934,0.2817277206913884,0.4107415529384484,2,1661,Medium
CASE_688,Supreme,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",934,18,15.35358143965465,16,0.9583858500727421,1,1,1,0.3572565827995948,35.29831207362862,0.8682008516203765,0.7196953489634985,0.5271627169680393,16,1793,Low
CASE_689,District,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",559,57,23.1665711395612,32,0.5914058415247961,1,0,0,0.27953057160118655,67.1912203383752,0.5919531827561967,0.2186976755130906,0.2344624985684124,5,4784,High
CASE_690,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1923,79,13.699513294347796,18,0.4095458418761322,1,1,0,0.8585007284478353,72.0562189481288,0.389792625692886,0.8630570417069978,0.0046908443737787575,1,4677,Low
CASE_691,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",911,108,22.4297466453746,11,0.02682885595602502,1,1,0,0.7300816505942489,50.800851813492585,0.9664102556394446,0.1987799866369162,0.11802294267285862,16,993,Low
CASE_692,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",1518,37,10.546991170135724,12,0.09994124520272063,0,0,1,0.8844641231785988,6.352428150776268,0.6101610052113634,0.2427309571198507,0.5972006472851812,14,1597,High
CASE_693,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",770,31,21.486785612000773,10,0.7094706777321854,1,0,0,0.5684139274845835,95.2426825481721,0.251533265253733,0.31328588575623395,0.510799543693753,3,594,Medium
CASE_694,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",815,140,13.145493864700036,34,0.9528983123031947,0,1,1,0.8738399386064691,13.455453904762438,0.3015295270130737,0.6989571539682395,0.3864574992574611,12,4125,Low
CASE_695,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",295,32,22.497717740448966,46,0.4500126588891066,0,0,0,0.389956767770388,92.4770380267983,0.7998002893802684,0.10453703437696815,0.8338460989745741,4,3722,High
CASE_696,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1671,35,18.776256109635145,37,0.3737872652025026,0,0,0,0.7655573534358943,32.661737554423496,0.2196063963232031,0.4247692178648259,0.0740167115912973,17,2354,High
CASE_697,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",359,31,13.975158869567522,16,0.297533217686926,1,1,1,0.14877163929316994,8.408737896396667,0.6313583857092084,0.9218841302929137,0.7708903932158772,9,1530,Medium
CASE_698,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",930,77,15.4841422503868,43,0.24962643390147565,1,1,1,0.46375520702185247,45.541168741847706,0.9201102559298799,0.3070446956746452,0.9770615794706159,16,1939,High
CASE_699,High,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1324,45,13.466342534518969,48,0.3727994964020901,1,1,1,0.2883901226310641,36.05963343244872,0.9936251419391006,0.25368621409121317,0.7315424307087142,10,874,High
CASE_700,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1521,141,18.952727458666416,26,0.0006014899152021469,0,0,1,0.44317362346846856,58.19458638099201,0.32594248069289544,0.17408868234650865,0.3286496446171514,9,4107,High
CASE_701,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",1459,145,10.967805689556409,48,0.9186181505610952,0,1,1,0.45247487299767086,68.10231331638578,0.11814835635081988,0.2599876320361978,0.9800723140356707,14,3962,Medium
CASE_702,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",1845,127,24.997988740242945,9,0.4567260258439403,0,0,0,0.3941779571218722,3.002044642611157,0.18744128579381913,0.23887183781010746,0.9660457215974882,19,3412,Low
CASE_703,Supreme,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",566,136,13.354451889699384,5,0.25887220913889664,1,0,0,0.8960057168981566,5.1573280191489435,0.027569923538560803,0.8915712147776649,0.3982064204840968,19,891,Low
CASE_704,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1624,78,15.527726807067353,38,0.7477727294424186,1,1,0,0.6481145593451775,6.834452189239714,0.06139835134309091,0.880963732548845,0.9174611135222335,4,3494,Low
CASE_705,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",846,41,20.871118339643026,29,0.26636175984753085,1,1,1,0.17808316625953813,65.97167905319247,0.8695583385648632,0.7985036202049143,0.299126128276352,7,1185,Low
CASE_706,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",511,42,17.7048647302804,13,0.21107986106044085,1,1,0,0.35841537670119283,84.89101657964726,0.28496730054745956,0.22871909052211548,0.20669305191854626,8,1222,High
CASE_707,Supreme,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",588,27,22.26257194604168,9,0.8328203153901463,0,0,1,0.22071806807900607,83.77008554349032,0.6613627081912761,0.8014884248031635,0.7357923057759724,19,3127,Medium
CASE_708,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1197,124,23.950066525279787,46,0.7604674501741756,1,1,1,0.4324468276458473,86.9185562132972,0.5944791803314906,0.8458025805494019,0.1380166436439968,9,1323,Low
CASE_709,High,Family,"This is a sample legal document discussing obligations, liabilities, and agreements.",1394,110,24.717487696614675,33,0.31850404711614655,1,0,0,0.36739127696019624,51.96398739515736,0.7183206584741942,0.10012009652866749,0.6037360861174633,16,3358,High
CASE_710,District,Corporate,"This is a sample legal document discussing obligations, liabilities, and agreements.",679,58,19.293152372194356,46,0.4003028326801893,1,0,1,0.4636511950721566,19.738311379824523,0.9833359549853903,0.1690744900298663,0.5288630567661612,5,4230,Medium
CASE_711,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",675,10,13.733990823977178,31,0.6404552221199963,1,1,1,0.7652445700206532,51.32561793964101,0.3069528318947151,0.3939038467126963,0.11257532473701914,6,3870,High
CASE_712,District,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",533,134,18.38562336324093,41,0.5878949026311707,0,1,0,0.9426603819545935,31.554110395485267,0.6615546040041546,0.6860483549376194,0.6031137481002575,18,2007,High
CASE_713,Supreme,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",386,145,11.926425766511837,17,0.20891075063334408,0,0,0,0.0009332944263485965,33.61323430045972,0.9322593799758854,0.825076982563442,0.3315964799883875,9,3398,Medium
CASE_714,High,Criminal,"This is a sample legal document discussing obligations, liabilities, and agreements.",424,57,23.921398235994722,46,0.3622429330248145,1,1,0,0.4854511532290716,96.99852503747466,0.5480160584401621,0.04285254510550118,0.005100175467368295,14,3687,Medium
CASE_715,District,Civil,"This is a sample legal document discussing obligations, liabilities, and agreements.",837,93,13.456017250076425,17,0.7754181978190074,1,0,1,0.2589380227101209,71.48219401325889,0.20642356343813872,0.14165921007215887,0.4528451353096087,6,4407,High
